[14:21:28] [main/INFO]: ModLauncher running: args [--username, JustArend, --version, forge-47.3.0, --gameDir, C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0, --assetsDir, C:\Users\Arend\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, bb99cf8c16fa45c3bab5f6031f089828, --accessToken, ????????, --clientId, NzE1YTE1MjUtZjFlZC00ZDc5LWJiMjQtMzYzZWQ5NWNjYjc5, --xuid, 2535428986502103, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\Arend\curseforge\minecraft\Install\quickPlay\java\1721913686378.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[14:21:28] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:crimson_forest_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:dark_oak_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:desert_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:end_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:end_islands_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:flower_fields_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:ice_spikes_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:mushroom_fields_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:nether_wastes_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:coral_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:savanna_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:snowy_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:soulsand_valley_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:swamp_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:warped_forest_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:windswept_hills_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:pet_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:hammerhead_pet_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:axolotl_pet_enderman, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:scarab, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to endermanoverhaul:spirit, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:jungle_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:bamboo_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:desert_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:badlands_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:hills_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:savannah_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:mushroom_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:swamp_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:dripstone_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:cave_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:dark_oak_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:spruce_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:beach_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:snowy_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to creeperoverhaul:ocean_creeper, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to aether_redux:mykapod, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to aether_redux:cockatrice_spawner, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Could not apply radiation glow layer to aether_redux:blightbunny_spawner, has custom renderer that is not LivingEntityRenderer.
[14:22:05] [Render thread/WARN]: Shader rendertype_entity_translucent_emissive could not find sampler named Sampler2 in the specified shader program.
[14:22:05] [Render thread/WARN]: Shader brandonscore:contributor/badge_outline could not find uniform named BaseColor in the specified shader program.
[14:22:05] [Render thread/WARN]: Shader brandonscore:contributor/patreon_core could not find uniform named Transition in the specified shader program.
[14:22:05] [Render thread/WARN]: Shader alexscaves:rendertype_red_ghost could not find sampler named Sampler2 in the specified shader program.
[14:22:05] [Render thread/INFO]: registered internal shaders
[14:22:05] [Render thread/WARN]: Shader moonlight:text_alpha_color could not find sampler named Sampler2 in the specified shader program.
[14:22:05] [Render thread/WARN]: Shader moonlight:text_alpha_color could not find uniform named IViewRotMat in the specified shader program.
[14:22:05] [Render thread/WARN]: Shader moonlight:text_alpha_color could not find uniform named FogStart in the specified shader program.
[14:22:05] [Render thread/WARN]: Shader moonlight:text_alpha_color could not find uniform named FogEnd in the specified shader program.
[14:22:05] [Render thread/WARN]: Shader moonlight:text_alpha_color could not find uniform named FogColor in the specified shader program.
[14:22:05] [Render thread/INFO]: Shutting down renderer (forge)
[14:22:05] [Render thread/INFO]: Renderer shutting down.
[14:22:05] [Render thread/INFO]: Starting up renderer (forge)
[14:22:05] [Render thread/INFO]: Renderer starting up.
[14:22:05] [Render thread/INFO]: Creating GLProxy... If this is the last message you see there must have been an OpenGL error.
[14:22:05] [Render thread/INFO]: Lod Render OpenGL version [4.6.0 NVIDIA 555.85].
[14:22:05] [Render thread/INFO]: minecraftGlCapabilities:
Your OpenGL support:
openGL version 3.2+: [true] <- REQUIRED
Vertex Attribute Buffer Binding: [true] <- optional improvement
Buffer Storage: [true] <- optional improvement

[14:22:05] [Render thread/INFO]: GPU Vendor [NVIDIA CORPORATION], Preferred upload method is [BUFFER_STORAGE].
[14:22:05] [Render thread/INFO]: GLProxy creation successful. OpenGL smiles upon you this day.
[14:22:05] [Render thread/WARN]: Shader bumpy could not find uniform named OutSize in the specified shader program.
[14:22:05] [Render thread/INFO]: Created: 2048x2048x0 minecraft:textures/atlas/particles.png-atlas
[14:22:05] [Render thread/WARN]: Missing particle sprites: cataclysm:ring_6,cataclysm:ring_7
[14:22:05] [Render thread/INFO]: Created: 256x256x0 minecraft:textures/atlas/paintings.png-atlas
[14:22:05] [Render thread/INFO]: Created: 256x256x0 minecraft:textures/atlas/mob_effects.png-atlas
[14:22:05] [Render thread/INFO]: Created: 256x128x0 twilightforest:textures/atlas/magic_paintings.png-atlas
[14:22:05] [Render thread/INFO]: BookContentResourceListenerLoader preloaded 351 jsons
[14:22:05] [Render thread/INFO]: Created: 512x256x0 codechickenlib:textures/atlas/gui.png-atlas
[14:22:05] [Render thread/INFO]: Created: 256x256x0 jei:textures/atlas/gui.png-atlas
[14:22:05] [Render thread/INFO]: Created: 2048x1024x0 fallingleaves:leaves-atlas
[14:22:05] [Render thread/INFO]: Created: 2048x1024x0 fallingleaves:leaves-atlas
[14:22:05] [Render thread/INFO]: Created: 512x512x0 brandonscore:textures/atlas/gui.png-atlas
[14:22:05] [Render thread/INFO]: Created: 256x256x0 draconicevolution:textures/atlas/module.png-atlas
[14:22:05] [Render thread/INFO]: Created: 2048x1024x0 draconicevolution:textures/atlas/gui.png-atlas
[14:22:05] [Render thread/INFO]: Created: 256x256x0 moonlight:textures/atlas/map_markers.png-atlas
[14:22:05] [Render thread/INFO]: Created: 128x128x0 enderio:textures/atlas/conduit_icons.png-atlas
[14:22:05] [Render thread/INFO]: Skipping non-result value minecraft:lantern=UNASSIGNED
[14:22:05] [Render thread/INFO]: Skipping non-result value minecraft:soul_lantern=UNASSIGNED
[14:22:05] [Render thread/INFO]: reloading ETF data.
[14:22:05] [Render thread/INFO]: emissive suffixes loaded: {_e}.
[14:22:05] [Render thread/INFO]: Loaded config for: betterfpsdist.json
[14:22:05] [Render thread/INFO]: Loaded config for: smoothchunk.json
[14:22:05] [Render thread/INFO]: Creating pipeline for dimension NamespacedId{namespace='minecraft', name='overworld'}
[14:22:05] [Render thread/WARN]: Mod(s) [oculus] are modifying Embeddium class me.jellysquid.mods.sodium.client.gl.device.GLRenderDevice$ImmediateDrawCommandList, which may cause instability.
[14:22:07] [Render thread/WARN]: Mod(s) [oculus] are modifying Embeddium class me.jellysquid.mods.sodium.client.render.immediate.model.BakedModelEncoder, which may cause instability.
[14:22:07] [Render thread/WARN]: Game took 40.958 seconds to start
[14:23:12] [Render thread/INFO]: Found new data pack Immersive Weathering Generated Pack, loading it automatically
[14:23:12] [Render thread/INFO]: Found new data pack builtin/aether_accessories, loading it automatically
[14:23:12] [Render thread/INFO]: Found new data pack builtin/data/cloudbed, loading it automatically
[14:23:12] [Render thread/INFO]: Found new data pack builtin/data/dungeon_stone_recipes, loading it automatically
[14:23:12] [Render thread/INFO]: Found new data pack builtin/data/dungeon_upgrades/bronze, loading it automatically
[14:23:12] [Render thread/INFO]: Found new data pack builtin/data/gravitite_ingot, loading it automatically
[14:23:12] [Render thread/INFO]: Found new data pack builtin/data/lost_content_data, loading it automatically
[14:23:13] [Render thread/INFO]: Generated runtime SERVER_DATA for pack Immersive Weathering Generated Pack (immersive_weathering) in: 14 ms
[14:23:14] [Render thread/INFO]: Adding datapack listener capsid_recipes
[14:23:14] [Worker-ResourceReload-8/ERROR]: Couldn't load tag alexsmobs:skreechers_can_spawn_wardens as it is missing following references: deeperdarker:otherside (from deeperdarker-forge-1.20.1-1.2.1.jar)
[14:23:14] [Worker-ResourceReload-13/ERROR]: Couldn't load tag quark:vertical_slab as it is missing following references: immersive_weathering:mossy_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:mossy_stone_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_stone_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_polished_blackstone_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_nether_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_deepslate_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_deepslate_tile_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_end_stone_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_prismarine_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:exposed_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:weathered_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:rusted_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_exposed_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_weathered_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_rusted_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:exposed_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:weathered_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:rusted_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_exposed_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_weathered_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_rusted_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:dirty_dusts/platinum as it is missing following references: alltheores:dirty_platinum_dust (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:clumps/iridium as it is missing following references: alltheores:iridium_clump (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:clumps/zinc as it is missing following references: alltheores:zinc_clump (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:shards/zinc as it is missing following references: alltheores:zinc_shard (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag aether_redux:swet_jelly as it is missing following references: aether_genesis:blue_swet_jelly (from aether-redux-2.0.17-1.20.1-neoforge.jar), 
	aether_genesis:golden_swet_jelly (from aether-redux-2.0.17-1.20.1-neoforge.jar), 
	aether_genesis:dark_swet_jelly (from aether-redux-2.0.17-1.20.1-neoforge.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:shards/nickel as it is missing following references: alltheores:nickel_shard (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:crystals/platinum as it is missing following references: alltheores:platinum_crystal (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:crystals as it is missing following references: alltheores:aluminum_crystal (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:nickel_crystal (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:platinum_crystal (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:silver_crystal (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:zinc_crystal (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:iridium_crystal (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:clumps/platinum as it is missing following references: alltheores:platinum_clump (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:shards as it is missing following references: alltheores:aluminum_shard (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:nickel_shard (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:platinum_shard (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:silver_shard (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:zinc_shard (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:iridium_shard (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:clumps/aluminum as it is missing following references: alltheores:aluminum_clump (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:clumps/silver as it is missing following references: alltheores:silver_clump (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:crystals/silver as it is missing following references: alltheores:silver_crystal (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:crystals/iridium as it is missing following references: alltheores:iridium_crystal (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:clumps as it is missing following references: alltheores:aluminum_clump (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:nickel_clump (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:platinum_clump (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:silver_clump (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:zinc_clump (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:iridium_clump (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:dirty_dusts/nickel as it is missing following references: alltheores:dirty_nickel_dust (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:crystals/aluminum as it is missing following references: alltheores:aluminum_crystal (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:dirty_dusts/zinc as it is missing following references: alltheores:dirty_zinc_dust (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:shards/aluminum as it is missing following references: alltheores:aluminum_shard (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:dirty_dusts/aluminum as it is missing following references: alltheores:dirty_aluminum_dust (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:shards/silver as it is missing following references: alltheores:silver_shard (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:crystals/nickel as it is missing following references: alltheores:nickel_crystal (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:shards/iridium as it is missing following references: alltheores:iridium_shard (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:clumps/nickel as it is missing following references: alltheores:nickel_clump (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:dirty_dusts/silver as it is missing following references: alltheores:dirty_silver_dust (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:crystals/zinc as it is missing following references: alltheores:zinc_crystal (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag quark:vertical_slabs as it is missing following references: immersive_weathering:mossy_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:mossy_stone_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_stone_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_polished_blackstone_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_nether_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_deepslate_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_deepslate_tile_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_end_stone_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cracked_prismarine_brick_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:exposed_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:weathered_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:rusted_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_exposed_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_weathered_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_rusted_cut_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:exposed_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:weathered_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:rusted_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_exposed_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_weathered_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar), 
	immersive_weathering:waxed_rusted_plate_iron_vertical_slab (from immersive_weathering-1.20.1-2.0.1-forge.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:dirty_dusts/iridium as it is missing following references: alltheores:dirty_iridium_dust (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:shards/platinum as it is missing following references: alltheores:platinum_shard (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:14] [Worker-ResourceReload-5/ERROR]: Couldn't load tag mekanism:dirty_dusts as it is missing following references: alltheores:dirty_aluminum_dust (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:dirty_nickel_dust (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:dirty_platinum_dust (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:dirty_silver_dust (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:dirty_zinc_dust (from alltheores-1.20.1-47.1.3-2.2.4.jar), 
	alltheores:dirty_iridium_dust (from alltheores-1.20.1-47.1.3-2.2.4.jar)
[14:23:15] [Worker-ResourceReload-8/ERROR]: Couldn't parse element loot_tables:twilightdelight:blocks/phytochemical_cake
com.google.gson.JsonSyntaxException: Expected name to be an item, was unknown string 'twilightdelight:phytochemical_cake_slice'
	at net.minecraft.util.GsonHelper.m_13866_(GsonHelper.java:145) ~[client-1.20.1-20230612.114412-srg.jar%23464!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.util.GsonHelper.m_13874_(GsonHelper.java:145) ~[client-1.20.1-20230612.114412-srg.jar%23464!/:?]
	at net.minecraft.util.GsonHelper.m_13909_(GsonHelper.java:153) ~[client-1.20.1-20230612.114412-srg.jar%23464!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootItem$Serializer.m_7267_(LootItem.java:55) ~[client-1.20.1-20230612.114412-srg.jar%23464!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootItem$Serializer.m_7267_(LootItem.java:40) ~[client-1.20.1-20230612.114412-srg.jar%23464!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:151) ~[client-1.20.1-20230612.114412-srg.jar%23464!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:129) ~[client-1.20.1-20230612.114412-srg.jar%23464!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:86) ~[client-1.20.1-20230612.114412-srg.jar%23464!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23464!/:?]
	at net.minecraft.world.level.storage.loot.GsonAdapterFactory$JsonAdapter.deserialize(GsonAdapterFactory.java:102) ~[client-1.20.1-20230612.114412-srg.jar%23464!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
